iso3c,country_name,year,spar_all,spar_cap1,spar_cap2,spar_cap3,spar_cap4,spar_cap5,spar_cap6,spar_cap7,spar_cap8,spar_cap9,spar_cap10,spar_cap11,spar_cap12,spar_cap13,spar_cap14,spar_cap15,spar_inst_core
JAM,Jamaica,2011,83.0,25.0,80.0,100.0,100.0,90.0,100.0,25.0,80.0,89.0,100.0,100.0,92.0,92.0,,,77.0
JAM,Jamaica,2012,79.0,50.0,73.0,100.0,100.0,90.0,86.0,100.0,90.0,91.0,100.0,93.0,54.0,,,,82.6
JAM,Jamaica,2013,61.0,100.0,66.0,70.0,87.0,71.0,57.0,20.0,47.0,62.0,67.0,67.0,62.0,23.0,,,70.0
JAM,Jamaica,2014,55.0,50.0,73.0,60.0,75.0,73.0,57.0,20.0,53.0,70.0,67.0,47.0,38.0,31.0,,,60.6
JAM,Jamaica,2015,80.0,33.0,90.0,90.0,100.0,92.0,71.0,60.0,86.0,88.0,78.0,87.0,77.0,85.0,,,75.4
JAM,Jamaica,2016,83.0,50.0,100.0,90.0,100.0,92.0,71.0,60.0,96.0,88.0,78.0,87.0,77.0,85.0,,,82.8
JAM,Jamaica,2017,,,,,,,,,,,,,,,,,
JAM,Jamaica,2018,76.0,80.0,90.0,80.0,80.0,80.0,80.0,60.0,80.0,73.0,80.0,90.0,40.0,80.0,,,82.0
JAM,Jamaica,2019,84.0,87.0,100.0,80.0,80.0,87.0,80.0,60.0,80.0,73.0,100.0,100.0,80.0,80.0,,,89.4
JAM,Jamaica,2020,87.0,93.0,100.0,100.0,80.0,87.0,80.0,80.0,80.0,73.0,100.0,100.0,80.0,80.0,,,94.6
JAM,Jamaica,2021,88.0,100.0,100.0,100.0,92.0,100.0,80.0,93.0,80.0,73.0,100.0,87.0,80.0,80.0,80.0,80.0,96.0
JAM,Jamaica,2022,87.0,90.0,93.0,100.0,92.0,100.0,70.0,93.0,80.0,67.0,87.0,93.0,80.0,100.0,80.0,80.0,90.0
JAM,Jamaica,2023,78.0,80.0,73.0,80.0,84.0,100.0,80.0,100.0,87.0,47.0,93.0,100.0,80.0,80.0,40.0,40.0,82.6
JAM,Jamaica,2024,69.0,80.0,73.0,80.0,80.0,100.0,60.0,80.0,73.0,20.0,93.0,93.0,60.0,60.0,40.0,40.0,79.8
JAM,Jamaica,2025,64.0,40.0,73.0,80.0,80.0,100.0,40.0,80.0,67.0,20.0,93.0,93.0,60.0,60.0,40.0,40.0,40.0
KNA,Saint Kitts and Nevis,2010,,,,,,,,,,,,,,,,,
KNA,Saint Kitts and Nevis,2011,,,,,,,,,,,,,,,,,
KNA,Saint Kitts and Nevis,2012,57.0,100.0,66.0,60.0,52.0,40.0,29.0,20.0,59.0,97.0,78.0,93.0,31.0,14.0,,,72.6
KNA,Saint Kitts and Nevis,2013,58.0,50.0,83.0,80.0,89.0,36.0,57.0,60.0,81.0,45.0,100.0,67.0,8.0,,,,78.8
KNA,Saint Kitts and Nevis,2014,,,,,,,,,,,,,,,,,
KNA,Saint Kitts and Nevis,2015,60.0,100.0,100.0,80.0,58.0,33.0,86.0,20.0,88.0,71.0,67.0,80.0,,,,,87.0
KNA,Saint Kitts and Nevis,2016,,,,,,,,,,,,,,,,,
KNA,Saint Kitts and Nevis,2017,52.0,,20.0,45.0,94.0,92.0,100.0,,92.0,43.0,67.0,80.0,15.0,23.0,,,56.0
KNA,Saint Kitts and Nevis,2018,48.0,7.0,70.0,60.0,80.0,67.0,60.0,40.0,47.0,60.0,40.0,30.0,40.0,20.0,,,44.8
KNA,Saint Kitts and Nevis,2019,51.0,33.0,80.0,60.0,80.0,67.0,60.0,40.0,47.0,60.0,40.0,40.0,40.0,20.0,,,52.0
KNA,Saint Kitts and Nevis,2020,51.0,33.0,80.0,60.0,80.0,67.0,60.0,40.0,47.0,60.0,40.0,40.0,40.0,20.0,,,52.0
KNA,Saint Kitts and Nevis,2021,66.0,40.0,73.0,50.0,56.0,90.0,40.0,80.0,80.0,80.0,87.0,80.0,80.0,80.0,40.0,40.0,66.0
KNA,Saint Kitts and Nevis,2022,71.0,70.0,80.0,70.0,56.0,80.0,60.0,80.0,87.0,93.0,87.0,87.0,80.0,80.0,40.0,20.0,78.8
KNA,Saint Kitts and Nevis,2023,69.0,60.0,80.0,70.0,52.0,80.0,80.0,80.0,80.0,60.0,80.0,73.0,80.0,80.0,40.0,40.0,74.0
KNA,Saint Kitts and Nevis,2024,68.0,60.0,80.0,70.0,56.0,80.0,80.0,80.0,80.0,53.0,80.0,80.0,80.0,80.0,20.0,40.0,74.0
LCA,Saint Lucia,2010,29.0,,40.0,65.0,53.0,39.0,80.0,16.0,14.0,15.0,38.0,,14.0,,,,39.25
LCA,Saint Lucia,2011,38.0,,73.0,80.0,71.0,,29.0,25.0,50.0,34.0,78.0,50.0,,,,,70.25
LCA,Saint Lucia,2012,38.0,,73.0,80.0,65.0,50.0,29.0,20.0,43.0,12.0,67.0,40.0,15.0,,,,65.75
LCA,Saint Lucia,2013,,,,,,,,,,,,,,,,,
LCA,Saint Lucia,2014,44.0,25.0,20.0,65.0,58.0,25.0,86.0,40.0,73.0,6.0,89.0,60.0,23.0,,,,54.4
LCA,Saint Lucia,2015,57.0,67.0,57.0,70.0,69.0,25.0,86.0,40.0,83.0,74.0,89.0,60.0,23.0,,,,73.2
LCA,Saint Lucia,2016,77.0,75.0,100.0,80.0,100.0,60.0,100.0,100.0,96.0,97.0,89.0,73.0,23.0,8.0,,,88.0
LCA,Saint Lucia,2017,,,,,,,,,,,,,,,,,
LCA,Saint Lucia,2018,60.0,47.0,90.0,80.0,80.0,87.0,40.0,80.0,47.0,47.0,60.0,80.0,40.0,0.0,,,64.8
LCA,Saint Lucia,2019,69.0,60.0,90.0,80.0,80.0,87.0,70.0,80.0,80.0,60.0,60.0,90.0,40.0,20.0,,,74.0
LCA,Saint Lucia,2020,69.0,60.0,90.0,80.0,80.0,87.0,70.0,80.0,80.0,60.0,60.0,90.0,40.0,20.0,,,74.0
LCA,Saint Lucia,2021,59.0,60.0,67.0,30.0,64.0,80.0,50.0,80.0,60.0,33.0,53.0,93.0,80.0,80.0,40.0,20.0,54.0
LCA,Saint Lucia,2022,60.0,60.0,67.0,30.0,68.0,80.0,50.0,80.0,60.0,33.0,53.0,100.0,80.0,80.0,40.0,20.0,54.0
LCA,Saint Lucia,2023,67.0,60.0,67.0,40.0,72.0,80.0,80.0,93.0,60.0,33.0,80.0,100.0,80.0,80.0,40.0,40.0,61.4
LCA,Saint Lucia,2024,61.0,60.0,40.0,50.0,64.0,80.0,80.0,93.0,53.0,33.0,80.0,100.0,20.0,80.0,40.0,40.0,56.6
MEX,Mexico,2010,43.0,50.0,50.0,44.0,42.0,,70.0,,100.0,66.0,53.0,60.0,14.0,13.0,,,59.4
MEX,Mexico,2011,66.0,100.0,63.0,70.0,71.0,37.0,43.0,100.0,100.0,30.0,67.0,83.0,33.0,67.0,,,80.0
MEX,Mexico,2012,76.0,100.0,53.0,80.0,89.0,60.0,43.0,80.0,96.0,54.0,89.0,87.0,69.0,86.0,,,83.6
MEX,Mexico,2013,89.0,100.0,70.0,95.0,89.0,90.0,71.0,100.0,100.0,89.0,100.0,93.0,69.0,92.0,,,93.0
MEX,Mexico,2014,95.0,100.0,80.0,95.0,94.0,90.0,100.0,100.0,100.0,94.0,100.0,100.0,85.0,100.0,,,95.0
MEX,Mexico,2015,96.0,100.0,70.0,95.0,94.0,100.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,100.0,,,93.0
MEX,Mexico,2016,97.0,100.0,70.0,95.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,93.0
MEX,Mexico,2017,94.0,100.0,70.0,95.0,94.0,100.0,100.0,100.0,96.0,88.0,100.0,100.0,85.0,100.0,,,92.2
MEX,Mexico,2018,86.0,100.0,100.0,80.0,80.0,80.0,100.0,100.0,87.0,87.0,60.0,80.0,80.0,80.0,,,85.4
MEX,Mexico,2019,83.0,80.0,100.0,60.0,80.0,80.0,100.0,80.0,87.0,87.0,80.0,80.0,80.0,80.0,,,81.4
MEX,Mexico,2020,83.0,80.0,100.0,60.0,80.0,87.0,100.0,80.0,87.0,87.0,80.0,80.0,80.0,80.0,,,81.4
MEX,Mexico,2021,84.0,60.0,87.0,90.0,96.0,100.0,90.0,87.0,87.0,73.0,87.0,87.0,80.0,80.0,80.0,80.0,82.2
MEX,Mexico,2022,75.0,40.0,87.0,70.0,96.0,100.0,50.0,87.0,93.0,53.0,80.0,87.0,60.0,80.0,60.0,80.0,74.0
MEX,Mexico,2023,79.0,60.0,87.0,50.0,96.0,100.0,80.0,87.0,93.0,60.0,80.0,87.0,80.0,80.0,60.0,80.0,74.0
MEX,Mexico,2024,79.0,60.0,87.0,40.0,96.0,100.0,80.0,87.0,93.0,80.0,80.0,87.0,100.0,80.0,40.0,80.0,72.0
MEX,Mexico,2025,76.0,56.0,93.0,40.0,96.0,100.0,90.0,80.0,93.0,80.0,67.0,87.0,80.0,60.0,40.0,80.0,60.0
NIC,Nicaragua,2010,,,,,,,,,,,,,,,,,
NIC,Nicaragua,2011,71.0,25.0,73.0,90.0,85.0,75.0,71.0,,90.0,86.0,100.0,67.0,92.0,67.0,,,75.6
NIC,Nicaragua,2012,76.0,25.0,100.0,95.0,87.0,80.0,100.0,20.0,81.0,62.0,100.0,80.0,92.0,71.0,,,80.2
NIC,Nicaragua,2013,88.0,100.0,83.0,100.0,82.0,90.0,100.0,60.0,86.0,68.0,100.0,80.0,92.0,100.0,,,93.8
NIC,Nicaragua,2014,93.0,100.0,83.0,100.0,94.0,90.0,100.0,100.0,86.0,90.0,100.0,80.0,92.0,100.0,,,93.8
NIC,Nicaragua,2015,76.0,100.0,83.0,100.0,88.0,100.0,100.0,100.0,86.0,72.0,100.0,60.0,,,,,93.8
NIC,Nicaragua,2016,88.0,75.0,83.0,100.0,88.0,100.0,100.0,100.0,86.0,44.0,100.0,80.0,92.0,100.0,,,88.8
NIC,Nicaragua,2017,91.0,75.0,83.0,100.0,88.0,100.0,100.0,100.0,90.0,75.0,100.0,80.0,92.0,100.0,,,89.6
NIC,Nicaragua,2018,73.0,100.0,30.0,60.0,80.0,87.0,60.0,60.0,73.0,73.0,80.0,80.0,60.0,100.0,,,68.6
NIC,Nicaragua,2019,78.0,100.0,30.0,60.0,80.0,87.0,80.0,80.0,93.0,73.0,80.0,90.0,60.0,100.0,,,72.6
NIC,Nicaragua,2020,83.0,100.0,40.0,80.0,80.0,87.0,80.0,80.0,100.0,73.0,80.0,100.0,80.0,100.0,,,80.0
NIC,Nicaragua,2021,78.0,90.0,93.0,60.0,72.0,100.0,90.0,100.0,100.0,60.0,100.0,27.0,60.0,80.0,40.0,100.0,88.6
NIC,Nicaragua,2022,85.0,90.0,93.0,70.0,72.0,100.0,90.0,100.0,100.0,60.0,100.0,100.0,80.0,80.0,40.0,100.0,90.6
NIC,Nicaragua,2023,60.0,40.0,60.0,50.0,60.0,60.0,80.0,67.0,67.0,67.0,73.0,40.0,60.0,60.0,60.0,60.0,58.0
NIC,Nicaragua,2024,62.0,40.0,60.0,50.0,60.0,60.0,80.0,67.0,67.0,67.0,73.0,53.0,80.0,60.0,60.0,60.0,58.0
NIC,Nicaragua,2025,68.0,50.0,67.0,50.0,68.0,70.0,80.0,73.0,67.0,80.0,73.0,67.0,80.0,60.0,80.0,60.0,50.0
PAN,Panama,2010,,,,,,,,,,,,,,,,,
PAN,Panama,2011,65.0,100.0,83.0,65.0,78.0,77.0,86.0,25.0,80.0,66.0,89.0,75.0,8.0,8.0,,,83.4
PAN,Panama,2012,78.0,100.0,73.0,90.0,89.0,50.0,43.0,100.0,96.0,77.0,100.0,93.0,54.0,43.0,,,91.8
PAN,Panama,2013,71.0,75.0,83.0,95.0,83.0,70.0,71.0,40.0,96.0,71.0,89.0,87.0,23.0,38.0,,,87.6
PAN,Panama,2014,68.0,75.0,100.0,95.0,88.0,60.0,71.0,40.0,96.0,65.0,89.0,60.0,15.0,31.0,,,91.0
PAN,Panama,2015,70.0,100.0,100.0,95.0,88.0,60.0,71.0,40.0,96.0,63.0,89.0,60.0,15.0,31.0,,,96.0
PAN,Panama,2016,71.0,75.0,100.0,100.0,88.0,60.0,71.0,40.0,86.0,61.0,100.0,60.0,15.0,62.0,,,92.2
PAN,Panama,2017,76.0,100.0,100.0,100.0,88.0,60.0,71.0,60.0,96.0,72.0,100.0,60.0,15.0,62.0,,,99.2
PAN,Panama,2018,71.0,53.0,80.0,80.0,80.0,73.0,80.0,80.0,80.0,73.0,40.0,60.0,80.0,60.0,,,66.6
PAN,Panama,2019,76.0,73.0,80.0,80.0,80.0,87.0,90.0,80.0,80.0,73.0,60.0,60.0,80.0,60.0,,,74.6
PAN,Panama,2020,79.0,93.0,80.0,80.0,80.0,93.0,90.0,80.0,80.0,73.0,80.0,60.0,80.0,60.0,,,82.6
PAN,Panama,2021,76.0,50.0,60.0,60.0,96.0,90.0,90.0,87.0,73.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,64.6
PAN,Panama,2022,75.0,50.0,60.0,70.0,96.0,100.0,90.0,87.0,73.0,80.0,80.0,80.0,80.0,80.0,40.0,60.0,66.6
PAN,Panama,2023,67.0,40.0,60.0,80.0,68.0,100.0,50.0,80.0,73.0,53.0,67.0,80.0,80.0,80.0,40.0,60.0,64.0
PAN,Panama,2024,68.0,70.0,60.0,40.0,76.0,100.0,50.0,80.0,73.0,60.0,67.0,80.0,80.0,80.0,40.0,60.0,62.0
PAN,Panama,2025,68.0,70.0,60.0,50.0,76.0,100.0,50.0,80.0,73.0,73.0,67.0,67.0,80.0,80.0,40.0,60.0,70.0
PER,Peru,2010,,,,,,,,,,,,,,,,,
PER,Peru,2011,,,,,,,,,,,,,,,,,
PER,Peru,2012,62.0,100.0,50.0,100.0,87.0,50.0,57.0,80.0,77.0,27.0,78.0,93.0,8.0,,,,81.0
PER,Peru,2013,75.0,100.0,56.0,95.0,88.0,65.0,100.0,80.0,87.0,21.0,100.0,87.0,31.0,69.0,,,87.6
PER,Peru,2014,85.0,100.0,83.0,100.0,94.0,90.0,100.0,80.0,100.0,27.0,100.0,100.0,46.0,85.0,,,96.6
PER,Peru,2015,89.0,100.0,100.0,100.0,94.0,90.0,100.0,80.0,100.0,24.0,100.0,100.0,69.0,100.0,,,100.0
PER,Peru,2016,70.0,25.0,80.0,90.0,78.0,62.0,57.0,100.0,90.0,27.0,100.0,67.0,31.0,100.0,,,77.0
PER,Peru,2017,66.0,50.0,100.0,100.0,77.0,35.0,71.0,60.0,100.0,9.0,100.0,53.0,8.0,92.0,,,90.0
PER,Peru,2018,55.0,53.0,50.0,60.0,40.0,47.0,70.0,40.0,60.0,33.0,40.0,40.0,80.0,100.0,,,52.6
PER,Peru,2019,48.0,67.0,50.0,80.0,60.0,47.0,90.0,40.0,67.0,40.0,40.0,0.0,40.0,0.0,,,60.8
PER,Peru,2020,59.0,67.0,50.0,80.0,80.0,47.0,80.0,40.0,67.0,40.0,40.0,40.0,40.0,100.0,,,60.8
PER,Peru,2021,39.0,20.0,33.0,30.0,48.0,80.0,30.0,47.0,20.0,40.0,20.0,33.0,20.0,20.0,40.0,100.0,24.6
PER,Peru,2022,45.0,20.0,33.0,40.0,52.0,80.0,30.0,67.0,33.0,40.0,33.0,33.0,20.0,40.0,60.0,100.0,31.8
PER,Peru,2023,36.0,20.0,40.0,30.0,64.0,50.0,30.0,20.0,33.0,47.0,33.0,20.0,40.0,40.0,40.0,40.0,31.2
PER,Peru,2024,40.0,20.0,40.0,50.0,64.0,30.0,20.0,60.0,60.0,33.0,27.0,20.0,40.0,40.0,40.0,60.0,39.4
PER,Peru,2025,42.0,20.0,47.0,40.0,64.0,50.0,20.0,47.0,60.0,40.0,27.0,20.0,60.0,60.0,40.0,40.0,20.0
PRY,Paraguay,2010,,,,,,,,,,,,,,,,,
PRY,Paraguay,2011,83.0,100.0,80.0,100.0,100.0,75.0,100.0,100.0,100.0,,100.0,100.0,58.0,67.0,,,96.0
PRY,Paraguay,2012,60.0,50.0,80.0,55.0,82.0,10.0,100.0,60.0,96.0,37.0,33.0,60.0,46.0,71.0,,,62.8
PRY,Paraguay,2013,75.0,100.0,90.0,70.0,83.0,53.0,100.0,60.0,100.0,34.0,67.0,73.0,69.0,77.0,,,85.4
PRY,Paraguay,2014,,,,,,,,,,,,,,,,,
PRY,Paraguay,2015,82.0,100.0,100.0,95.0,94.0,43.0,100.0,80.0,76.0,86.0,89.0,47.0,69.0,92.0,,,92.0
PRY,Paraguay,2016,79.0,100.0,100.0,85.0,89.0,43.0,100.0,60.0,76.0,100.0,89.0,67.0,38.0,77.0,,,90.0
PRY,Paraguay,2017,77.0,100.0,100.0,85.0,89.0,43.0,100.0,60.0,76.0,100.0,78.0,67.0,38.0,69.0,,,87.8
PRY,Paraguay,2018,62.0,40.0,90.0,80.0,80.0,53.0,80.0,80.0,40.0,47.0,80.0,60.0,60.0,20.0,,,66.0
PRY,Paraguay,2019,65.0,47.0,100.0,60.0,80.0,53.0,80.0,80.0,47.0,40.0,80.0,60.0,80.0,40.0,,,66.8
PRY,Paraguay,2020,65.0,47.0,100.0,20.0,80.0,67.0,100.0,40.0,73.0,53.0,60.0,80.0,60.0,60.0,,,60.0
PRY,Paraguay,2021,56.0,40.0,53.0,40.0,72.0,70.0,50.0,60.0,67.0,33.0,60.0,80.0,20.0,80.0,60.0,60.0,52.0
PRY,Paraguay,2022,62.0,30.0,53.0,20.0,60.0,100.0,60.0,67.0,73.0,53.0,60.0,80.0,60.0,80.0,80.0,60.0,47.2
PRY,Paraguay,2023,62.0,20.0,60.0,40.0,68.0,100.0,60.0,73.0,80.0,53.0,33.0,80.0,60.0,80.0,60.0,60.0,46.6
PRY,Paraguay,2024,63.0,30.0,60.0,60.0,68.0,80.0,60.0,80.0,80.0,53.0,47.0,80.0,60.0,60.0,60.0,60.0,55.4
PRY,Paraguay,2025,64.0,50.0,60.0,60.0,72.0,80.0,60.0,80.0,80.0,53.0,47.0,80.0,80.0,60.0,40.0,60.0,50.0
SLV,El Salvador,2010,,,,,,,,,,,,,,,,,
SLV,El Salvador,2011,74.0,100.0,100.0,100.0,100.0,87.0,43.0,75.0,100.0,85.0,33.0,42.0,17.0,83.0,,,86.6
SLV,El Salvador,2012,81.0,75.0,90.0,100.0,100.0,50.0,71.0,100.0,100.0,97.0,67.0,73.0,46.0,86.0,,,86.4
SLV,El Salvador,2013,90.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,90.0,100.0,67.0,54.0,69.0,,,100.0
SLV,El Salvador,2014,93.0,100.0,100.0,100.0,100.0,90.0,86.0,100.0,100.0,100.0,100.0,93.0,62.0,77.0,,,100.0
SLV,El Salvador,2015,93.0,100.0,100.0,100.0,100.0,90.0,86.0,100.0,100.0,100.0,100.0,100.0,54.0,85.0,,,100.0
SLV,El Salvador,2016,94.0,100.0,100.0,95.0,94.0,90.0,71.0,100.0,100.0,97.0,100.0,100.0,92.0,85.0,,,99.0
SLV,El Salvador,2017,93.0,100.0,100.0,100.0,100.0,72.0,57.0,100.0,100.0,97.0,100.0,100.0,92.0,85.0,,,100.0
SLV,El Salvador,2018,75.0,100.0,100.0,100.0,20.0,100.0,100.0,100.0,60.0,60.0,40.0,100.0,40.0,60.0,,,80.0
SLV,El Salvador,2019,89.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,40.0,100.0,40.0,100.0,,,88.0
SLV,El Salvador,2020,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0
SLV,El Salvador,2021,94.0,80.0,87.0,100.0,100.0,100.0,100.0,100.0,100.0,67.0,100.0,100.0,80.0,100.0,100.0,100.0,93.4
SLV,El Salvador,2022,92.0,80.0,93.0,90.0,88.0,100.0,90.0,100.0,100.0,80.0,80.0,100.0,80.0,100.0,100.0,100.0,88.6
SLV,El Salvador,2023,92.0,80.0,93.0,100.0,92.0,90.0,90.0,100.0,100.0,87.0,93.0,100.0,100.0,80.0,100.0,80.0,93.2
SLV,El Salvador,2024,91.0,100.0,100.0,100.0,80.0,90.0,90.0,87.0,100.0,80.0,80.0,93.0,100.0,80.0,80.0,100.0,96.0
SLV,El Salvador,2025,78.0,80.0,80.0,80.0,76.0,90.0,90.0,73.0,87.0,60.0,100.0,93.0,80.0,80.0,60.0,40.0,80.0
SUR,Suriname,2010,,,,,,,,,,,,,,,,,
SUR,Suriname,2011,43.0,50.0,66.0,25.0,57.0,20.0,29.0,,90.0,44.0,89.0,42.0,33.0,8.0,,,64.0
SUR,Suriname,2012,48.0,50.0,66.0,35.0,66.0,50.0,43.0,,90.0,51.0,56.0,67.0,54.0,,,,59.4
SUR,Suriname,2013,61.0,50.0,83.0,85.0,89.0,48.0,43.0,,100.0,84.0,67.0,87.0,62.0,,,,77.0
SUR,Suriname,2014,71.0,50.0,83.0,90.0,100.0,83.0,71.0,40.0,100.0,84.0,67.0,87.0,62.0,,,,78.0
SUR,Suriname,2015,69.0,33.0,83.0,90.0,100.0,100.0,71.0,40.0,86.0,83.0,67.0,87.0,62.0,,,,71.8
SUR,Suriname,2016,72.0,50.0,83.0,90.0,100.0,100.0,71.0,40.0,86.0,78.0,78.0,93.0,62.0,,,,77.4
SUR,Suriname,2017,71.0,50.0,83.0,90.0,94.0,70.0,86.0,40.0,86.0,83.0,100.0,93.0,54.0,,,,81.8
SUR,Suriname,2018,73.0,80.0,90.0,80.0,80.0,73.0,90.0,80.0,87.0,53.0,80.0,100.0,40.0,20.0,,,83.4
SUR,Suriname,2019,57.0,80.0,70.0,60.0,80.0,73.0,20.0,80.0,53.0,53.0,80.0,30.0,40.0,20.0,,,68.6
SUR,Suriname,2020,59.0,73.0,70.0,60.0,80.0,80.0,60.0,80.0,60.0,60.0,80.0,10.0,40.0,20.0,,,68.6
SUR,Suriname,2021,46.0,60.0,47.0,50.0,76.0,70.0,60.0,60.0,67.0,73.0,33.0,20.0,20.0,20.0,20.0,20.0,51.4
SUR,Suriname,2022,46.0,60.0,40.0,50.0,76.0,70.0,60.0,60.0,67.0,73.0,33.0,20.0,20.0,20.0,20.0,20.0,50.0
SUR,Suriname,2023,47.0,60.0,40.0,50.0,80.0,70.0,60.0,60.0,67.0,73.0,47.0,20.0,20.0,20.0,20.0,20.0,52.8
SUR,Suriname,2024,40.0,60.0,33.0,50.0,64.0,60.0,40.0,40.0,80.0,53.0,27.0,20.0,20.0,20.0,20.0,20.0,50.0
TTO,Trinidad and Tobago,2010,55.0,50.0,83.0,43.0,69.0,51.0,90.0,,45.0,82.0,69.0,73.0,35.0,26.0,,,58.0
TTO,Trinidad and Tobago,2011,,,,,,,,,,,,,,,,,
TTO,Trinidad and Tobago,2012,63.0,50.0,56.0,80.0,76.0,50.0,71.0,,77.0,74.0,89.0,87.0,46.0,57.0,,,70.4
TTO,Trinidad and Tobago,2013,68.0,50.0,40.0,95.0,76.0,71.0,71.0,20.0,81.0,77.0,89.0,87.0,54.0,77.0,,,71.0
TTO,Trinidad and Tobago,2014,70.0,50.0,56.0,95.0,76.0,71.0,71.0,20.0,81.0,77.0,89.0,87.0,62.0,77.0,,,74.2
TTO,Trinidad and Tobago,2015,69.0,33.0,57.0,95.0,76.0,72.0,71.0,20.0,82.0,77.0,89.0,87.0,62.0,77.0,,,71.2
TTO,Trinidad and Tobago,2016,73.0,50.0,57.0,95.0,83.0,80.0,86.0,20.0,82.0,88.0,78.0,87.0,62.0,77.0,,,72.4
TTO,Trinidad and Tobago,2017,72.0,50.0,63.0,70.0,77.0,100.0,86.0,,78.0,88.0,78.0,80.0,69.0,92.0,,,67.8
TTO,Trinidad and Tobago,2018,49.0,53.0,100.0,20.0,40.0,80.0,40.0,20.0,40.0,80.0,40.0,40.0,60.0,20.0,,,50.6
TTO,Trinidad and Tobago,2019,53.0,40.0,80.0,20.0,40.0,80.0,40.0,40.0,60.0,73.0,60.0,80.0,60.0,20.0,,,52.0
TTO,Trinidad and Tobago,2020,,,,,,,,,,,,,,,,,
TTO,Trinidad and Tobago,2021,,,,,,,,,,,,,,,,,
TTO,Trinidad and Tobago,2022,65.0,60.0,73.0,40.0,72.0,80.0,60.0,73.0,73.0,60.0,80.0,80.0,80.0,80.0,40.0,20.0,65.2
TTO,Trinidad and Tobago,2023,65.0,70.0,80.0,40.0,76.0,80.0,60.0,80.0,80.0,60.0,67.0,80.0,60.0,60.0,40.0,40.0,67.4
TTO,Trinidad and Tobago,2024,66.0,70.0,80.0,40.0,76.0,80.0,60.0,80.0,80.0,73.0,73.0,80.0,60.0,60.0,40.0,40.0,68.6
URY,Uruguay,2010,,,,,,,,,,,,,,,,,
URY,Uruguay,2011,,,,,,,,,,,,,,,,,
URY,Uruguay,2012,,,,,,,,,,,,,,,,,
URY,Uruguay,2013,89.0,100.0,83.0,100.0,94.0,81.0,100.0,100.0,71.0,91.0,100.0,100.0,69.0,62.0,,,90.8
URY,Uruguay,2014,,,,,,,,,,,,,,,,,
URY,Uruguay,2015,83.0,100.0,100.0,95.0,94.0,90.0,100.0,20.0,56.0,91.0,100.0,100.0,69.0,62.0,,,90.2
URY,Uruguay,2016,82.0,100.0,100.0,95.0,89.0,90.0,71.0,40.0,60.0,91.0,100.0,100.0,69.0,62.0,,,91.0
URY,Uruguay,2017,87.0,100.0,100.0,95.0,94.0,100.0,100.0,60.0,56.0,86.0,100.0,100.0,77.0,62.0,,,90.2
URY,Uruguay,2018,85.0,100.0,90.0,80.0,80.0,87.0,90.0,80.0,93.0,80.0,100.0,80.0,60.0,80.0,,,92.6
URY,Uruguay,2019,84.0,93.0,90.0,80.0,80.0,87.0,90.0,80.0,93.0,73.0,100.0,80.0,60.0,80.0,,,91.2
URY,Uruguay,2020,80.0,73.0,50.0,80.0,80.0,87.0,90.0,80.0,87.0,73.0,100.0,100.0,60.0,80.0,,,78.0
URY,Uruguay,2021,65.0,20.0,67.0,80.0,60.0,90.0,60.0,80.0,73.0,73.0,100.0,67.0,80.0,20.0,60.0,40.0,68.0
URY,Uruguay,2022,70.0,70.0,67.0,80.0,64.0,90.0,60.0,80.0,73.0,73.0,100.0,80.0,80.0,40.0,60.0,40.0,78.0
URY,Uruguay,2023,76.0,60.0,67.0,80.0,64.0,90.0,60.0,87.0,93.0,80.0,100.0,80.0,100.0,60.0,60.0,60.0,80.0
URY,Uruguay,2024,76.0,70.0,67.0,80.0,64.0,90.0,70.0,93.0,93.0,80.0,93.0,80.0,80.0,60.0,60.0,60.0,80.6
URY,Uruguay,2025,71.0,70.0,60.0,60.0,64.0,80.0,60.0,80.0,93.0,80.0,80.0,80.0,80.0,60.0,60.0,60.0,70.0
USA,United States of America,2010,87.0,75.0,75.0,96.0,84.0,87.0,100.0,100.0,77.0,93.0,61.0,100.0,92.0,86.0,,,76.8
USA,United States of America,2011,88.0,75.0,100.0,100.0,93.0,80.0,100.0,100.0,50.0,89.0,78.0,92.0,92.0,92.0,,,80.6
USA,United States of America,2012,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,93.0,,,92.0
USA,United States of America,2013,96.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,,,90.0
USA,United States of America,2014,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,,,92.0
USA,United States of America,2015,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,,,92.0
USA,United States of America,2016,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,100.0,93.0,100.0,100.0,,,92.0
